,id,l1,l2,l3,rooms,bedrooms,bathrooms,surface_total,surface_covered,price
32852,32852,Argentina,Capital Federal,Recoleta,2.0,1.0,1.0,83.0,72.0,250000
32853,32853,Argentina,Capital Federal,Recoleta,2.0,1.0,1.0,32.0,32.0,87000
32854,32854,Argentina,Capital Federal,Recoleta,2.0,1.0,1.0,34.0,34.0,155000
32855,32855,Argentina,Capital Federal,Recoleta,2.0,1.0,1.0,56.0,56.0,160000
32856,32856,Argentina,Capital Federal,Balvanera,2.0,1.0,1.0,52.0,52.0,87000
32857,32857,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,54.0,51.0,249000
32858,32858,Argentina,Capital Federal,Caballito,2.0,1.0,1.0,56.0,50.0,85000
32859,32859,Argentina,Capital Federal,Caballito,2.0,1.0,1.0,43.0,43.0,148000
32860,32860,Argentina,Capital Federal,Caballito,2.0,1.0,1.0,34.0,34.0,68000
32861,32861,Argentina,Capital Federal,Colegiales,2.0,1.0,1.0,74.0,68.0,158000
32862,32862,Argentina,Capital Federal,Colegiales,2.0,1.0,1.0,74.0,68.0,158000
32863,32863,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,54.0,54.0,130000
32864,32864,Argentina,Capital Federal,Palermo,2.0,1.0,2.0,75.0,71.0,180000
32865,32865,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,110.0,105.0,390000
32866,32866,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,65.0,58.0,290000
32867,32867,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,112.0,65.0,390000
32868,32868,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,48.0,45.0,220000
32869,32869,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,55.0,48.0,127000
32870,32870,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,34.0,34.0,99000
32871,32871,Argentina,Capital Federal,Palermo,2.0,1.0,2.0,45.0,40.0,219000
32872,32872,Argentina,Capital Federal,Caballito,2.0,1.0,1.0,46.0,46.0,107000
32873,32873,Argentina,Capital Federal,Belgrano,1.0,,1.0,41.0,37.0,89000
32874,32874,Argentina,Capital Federal,Belgrano,1.0,,1.0,27.0,23.0,79500
32875,32875,Argentina,Capital Federal,Belgrano,1.0,2.0,1.0,57.0,53.0,170000
32876,32876,Argentina,Capital Federal,Villa Urquiza,2.0,1.0,1.0,44.0,41.0,106000
32877,32877,Argentina,Capital Federal,Villa Urquiza,2.0,1.0,1.0,44.0,41.0,106000
32878,32878,Argentina,Capital Federal,Villa Urquiza,2.0,1.0,1.0,41.0,38.0,96000
32879,32879,Argentina,Capital Federal,Villa Urquiza,2.0,1.0,2.0,52.0,47.0,174900
32880,32880,Argentina,Capital Federal,Parque Chacabuco,2.0,1.0,1.0,63.0,50.0,105000
32881,32881,Argentina,Capital Federal,,3.0,2.0,3.0,70.0,70.0,155000
32882,32882,Argentina,Capital Federal,Boedo,3.0,2.0,1.0,68.0,55.0,130000
32883,32883,Argentina,Capital Federal,Retiro,3.0,2.0,1.0,140.0,130.0,400000
32884,32884,Argentina,Capital Federal,Retiro,3.0,1.0,1.0,,63.0,140000
32885,32885,Argentina,Capital Federal,Retiro,3.0,2.0,2.0,95.0,95.0,295000
32886,32886,Argentina,Capital Federal,Almagro,3.0,2.0,1.0,72.0,60.0,168000
32887,32887,Argentina,Capital Federal,Almagro,3.0,2.0,1.0,80.0,77.0,130000
32888,32888,Argentina,Capital Federal,Almagro,3.0,2.0,1.0,67.0,65.0,129000
32889,32889,Argentina,Capital Federal,Villa Ortuzar,2.0,1.0,1.0,43.0,37.0,89000
32890,32890,Argentina,Capital Federal,Palermo,3.0,2.0,2.0,82.0,,205000
32891,32891,Argentina,Capital Federal,Palermo,3.0,2.0,2.0,90.0,80.0,329900
32892,32892,Argentina,Capital Federal,Palermo,3.0,2.0,1.0,62.0,58.0,180000
32893,32893,Argentina,Capital Federal,Palermo,3.0,2.0,,,,155000
32894,32894,Argentina,Capital Federal,Palermo,3.0,2.0,1.0,48.0,48.0,159000
32895,32895,Argentina,Capital Federal,Palermo,3.0,2.0,1.0,75.0,62.0,169000
32896,32896,Argentina,Capital Federal,Palermo,3.0,2.0,1.0,56.0,,220000
32897,32897,Argentina,Capital Federal,Palermo,3.0,2.0,1.0,35.0,64.0,270000
32898,32898,Argentina,Capital Federal,Palermo,3.0,2.0,2.0,122.0,80.0,420000
32899,32899,Argentina,Capital Federal,Palermo,3.0,2.0,2.0,104.0,88.0,345000
32900,32900,Argentina,Capital Federal,Palermo,3.0,2.0,2.0,77.0,70.0,350000
32901,32901,Argentina,Capital Federal,Palermo,3.0,2.0,2.0,86.0,78.0,195000
32902,32902,Argentina,Capital Federal,Palermo,3.0,2.0,1.0,87.0,78.0,235000
32903,32903,Argentina,Capital Federal,Palermo,3.0,2.0,2.0,,64.0,200000
32904,32904,Argentina,Capital Federal,Palermo,3.0,2.0,1.0,67.0,67.0,192000
32905,32905,Argentina,Capital Federal,Villa Ortuzar,2.0,1.0,1.0,44.0,41.0,106000
32906,32906,Argentina,Capital Federal,Puerto Madero,2.0,1.0,1.0,63.0,60.0,295000
32907,32907,Argentina,Capital Federal,Puerto Madero,2.0,1.0,1.0,86.0,86.0,450000
32908,32908,Argentina,Capital Federal,Belgrano,1.0,,1.0,99.0,99.0,220000
32909,32909,Argentina,Capital Federal,Belgrano,1.0,1.0,1.0,43.0,38.0,110000
32910,32910,Argentina,Capital Federal,Barracas,1.0,,1.0,37.0,32.0,99900
32911,32911,Argentina,Capital Federal,Palermo,1.0,1.0,1.0,41.0,35.0,150000
32912,32912,Argentina,Capital Federal,Palermo,1.0,,1.0,35.0,30.0,130000
32913,32913,Argentina,Capital Federal,Palermo,1.0,1.0,1.0,29.0,29.0,93000
32914,32914,Argentina,Capital Federal,Palermo,1.0,1.0,1.0,49.0,37.0,300000
32915,32915,Argentina,Capital Federal,Palermo,1.0,1.0,1.0,33.0,,113000
32916,32916,Argentina,Capital Federal,Palermo,1.0,,1.0,41.0,40.0,105000
32917,32917,Argentina,Capital Federal,Palermo,1.0,,1.0,43.0,37.0,119000
32918,32918,Argentina,Capital Federal,Palermo,1.0,1.0,1.0,41.0,35.0,150000
32919,32919,Argentina,Capital Federal,Palermo,1.0,1.0,1.0,36.0,36.0,110000
32920,32920,Argentina,Capital Federal,Palermo,1.0,,1.0,23.0,19.0,74000
32921,32921,Argentina,Capital Federal,Liniers,1.0,1.0,1.0,34.0,30.0,85000
32922,32922,Argentina,Capital Federal,Liniers,1.0,1.0,1.0,43.0,30.0,69500
32923,32923,Argentina,Capital Federal,Liniers,1.0,1.0,1.0,34.0,30.0,59500
32924,32924,Argentina,Capital Federal,Liniers,1.0,1.0,1.0,34.0,30.0,59500
32925,32925,Argentina,Capital Federal,Liniers,1.0,1.0,1.0,34.0,30.0,85000
32926,32926,Argentina,Capital Federal,Almagro,1.0,1.0,1.0,32.0,29.0,98500
32927,32927,Argentina,Capital Federal,Recoleta,8.0,5.0,3.0,256.0,256.0,800000
32928,32928,Argentina,Capital Federal,Barrio Norte,10.0,9.0,2.0,145.0,145.0,300000
32929,32929,Argentina,Capital Federal,Palermo,4.0,3.0,4.0,,,498000
32930,32930,Argentina,Capital Federal,Barrio Norte,2.0,,,38.0,38.0,105000
32931,32931,Argentina,Capital Federal,Villa Crespo,2.0,1.0,1.0,114.0,89.0,295000
32932,32932,Argentina,Capital Federal,Villa Crespo,2.0,,,40.0,36.0,100000
32933,32933,Argentina,Capital Federal,Villa Crespo,2.0,1.0,1.0,47.0,42.0,118000
32934,32934,Argentina,Capital Federal,Puerto Madero,2.0,1.0,2.0,68.0,56.0,520000
32935,32935,Argentina,Capital Federal,Puerto Madero,2.0,1.0,1.0,60.0,50.0,302000
32936,32936,Argentina,Capital Federal,Barracas,3.0,2.0,1.0,98.0,67.0,220000
32937,32937,Argentina,Capital Federal,Palermo,4.0,2.0,2.0,83.0,73.0,260000
32938,32938,Argentina,Capital Federal,Nuñez,3.0,2.0,2.0,120.0,100.0,780000
32939,32939,Argentina,Capital Federal,Nuñez,3.0,2.0,2.0,76.0,,225000
32940,32940,Argentina,Capital Federal,Palermo,1.0,0.0,1.0,,,74800
32941,32941,Argentina,Capital Federal,San Telmo,2.0,1.0,1.0,59.0,55.0,92000
32942,32942,Argentina,Capital Federal,San Telmo,2.0,1.0,1.0,46.0,46.0,125000
32943,32943,Argentina,Capital Federal,Mataderos,2.0,1.0,1.0,40.0,,95000
32944,32944,Argentina,Capital Federal,Chacarita,2.0,1.0,1.0,48.0,36.0,89000
32945,32945,Argentina,Capital Federal,Caballito,2.0,1.0,1.0,58.0,55.0,198000
32946,32946,Argentina,Capital Federal,Caballito,2.0,1.0,1.0,35.0,35.0,68000
32947,32947,Argentina,Capital Federal,Congreso,2.0,1.0,1.0,34.0,34.0,69000
32948,32948,Argentina,Capital Federal,Belgrano,2.0,1.0,1.0,,40.0,100000
32949,32949,Argentina,Capital Federal,Belgrano,2.0,1.0,1.0,46.0,40.0,149000
32950,32950,Argentina,Capital Federal,Belgrano,2.0,1.0,1.0,60.0,,188000
32951,32951,Argentina,Capital Federal,Belgrano,2.0,1.0,1.0,56.0,50.0,192000
32952,32952,Argentina,Capital Federal,Belgrano,2.0,1.0,1.0,42.0,42.0,147000
32953,32953,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,60.0,,188000
32954,32954,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,52.0,48.0,140000
32955,32955,Argentina,Capital Federal,Nuñez,2.0,1.0,1.0,63.0,40.0,155000
32956,32956,Argentina,Capital Federal,Abasto,2.0,1.0,1.0,35.0,35.0,67500
32957,32957,Argentina,Capital Federal,Boedo,2.0,1.0,2.0,,,130000
32958,32958,Argentina,Capital Federal,Caballito,1.0,0.0,1.0,,,78200
32959,32959,Argentina,Capital Federal,Palermo,1.0,0.0,1.0,,,81200
32960,32960,Argentina,Capital Federal,Villa Lugano,3.0,,,59.0,53.0,98000
32961,32961,Argentina,Capital Federal,Recoleta,1.0,,1.0,25.0,,72000
32962,32962,Argentina,Capital Federal,Floresta,1.0,,1.0,32.0,29.0,63000
32963,32963,Argentina,Capital Federal,Palermo,2.0,,1.0,33.0,33.0,120000
32964,32964,Argentina,Capital Federal,Barrio Norte,5.0,3.0,2.0,155.0,155.0,385000
32965,32965,Argentina,Capital Federal,Barrio Norte,4.0,3.0,1.0,126.0,126.0,315000
32966,32966,Argentina,Capital Federal,Barrio Norte,4.0,3.0,2.0,78.0,76.0,129000
32967,32967,Argentina,Capital Federal,San Nicolás,4.0,3.0,1.0,111.0,54.0,170000
32968,32968,Argentina,Capital Federal,Puerto Madero,4.0,3.0,4.0,253.0,190.0,1600000
32969,32969,Argentina,Capital Federal,Belgrano,3.0,4.0,3.0,126.0,126.0,325000
32970,32970,Argentina,Capital Federal,Colegiales,2.0,1.0,1.0,,,98500
32971,32971,Argentina,Capital Federal,Barrio Norte,2.0,1.0,1.0,52.0,48.0,125000
32972,32972,Argentina,Capital Federal,Belgrano,2.0,1.0,1.0,62.0,58.0,169000
32973,32973,Argentina,Capital Federal,Villa Crespo,2.0,1.0,1.0,,,76026
32974,32974,Argentina,Capital Federal,Nuñez,3.0,2.0,1.0,70.0,59.0,259000
32975,32975,Argentina,Capital Federal,Nuñez,3.0,2.0,1.0,74.0,,240000
32976,32976,Argentina,Capital Federal,Nuñez,3.0,2.0,2.0,77.0,70.0,219000
32977,32977,Argentina,Capital Federal,Retiro,3.0,2.0,1.0,65.0,65.0,160000
32978,32978,Argentina,Capital Federal,Palermo,3.0,2.0,2.0,102.0,91.0,500000
32979,32979,Argentina,Capital Federal,Palermo,,2.0,2.0,90.0,84.0,510000
32980,32980,Argentina,Capital Federal,Villa Crespo,2.0,1.0,1.0,36.0,36.0,59000
32981,32981,Argentina,Capital Federal,Paternal,3.0,2.0,1.0,,,95000
32982,32982,Argentina,Capital Federal,Caballito,3.0,2.0,1.0,,,210000
32983,32983,Argentina,Capital Federal,Caballito,3.0,2.0,1.0,59.0,48.0,79900
32984,32984,Argentina,Capital Federal,Caballito,3.0,2.0,2.0,68.0,58.0,169000
32985,32985,Argentina,Capital Federal,Caballito,3.0,2.0,1.0,,,154000
32986,32986,Argentina,Capital Federal,Barrio Norte,3.0,2.0,2.0,,,288000
32987,32987,Argentina,Capital Federal,San Cristobal,3.0,2.0,1.0,61.0,59.0,119000
32988,32988,Argentina,Capital Federal,San Cristobal,3.0,2.0,1.0,64.0,60.0,98000
32989,32989,Argentina,Capital Federal,Belgrano,3.0,2.0,2.0,76.0,,225000
32990,32990,Argentina,Capital Federal,Parque Chacabuco,3.0,2.0,1.0,,,197000
32991,32991,Argentina,Capital Federal,Parque Chacabuco,3.0,2.0,1.0,,,223000
32992,32992,Argentina,Capital Federal,Parque Chacabuco,2.0,1.0,1.0,43.0,43.0,72000
32993,32993,Argentina,Capital Federal,Parque Patricios,2.0,1.0,1.0,59.0,55.0,92000
32994,32994,Argentina,Capital Federal,Flores,3.0,2.0,,,,185000
32995,32995,Argentina,Capital Federal,Nuñez,3.0,2.0,1.0,76.0,59.0,249000
32996,32996,Argentina,Capital Federal,Caballito,4.0,3.0,2.0,82.0,79.0,260000
32997,32997,Argentina,Capital Federal,Balvanera,4.0,3.0,2.0,78.0,76.0,129000
32998,32998,Argentina,Capital Federal,Caballito,4.0,3.0,2.0,117.0,117.0,210000
32999,32999,Argentina,Capital Federal,Recoleta,5.0,3.0,2.0,145.0,131.0,350000
33000,33000,Argentina,Capital Federal,Palermo,4.0,3.0,2.0,128.0,118.0,595000
33001,33001,Argentina,Capital Federal,Palermo,4.0,3.0,2.0,135.0,115.0,395000
33002,33002,Argentina,Capital Federal,Palermo,4.0,3.0,1.0,71.0,66.0,165000
33003,33003,Argentina,Capital Federal,Nuñez,4.0,3.0,2.0,128.0,128.0,499000
33004,33004,Argentina,Capital Federal,Saavedra,4.0,3.0,1.0,,,190000
33005,33005,Argentina,Capital Federal,Barrio Norte,3.0,2.0,1.0,45.0,45.0,115000
33006,33006,Argentina,Capital Federal,Puerto Madero,3.0,2.0,2.0,84.0,84.0,480000
33007,33007,Argentina,Capital Federal,Colegiales,3.0,2.0,1.0,68.0,60.0,175000
33008,33008,Argentina,Capital Federal,Villa Crespo,3.0,2.0,1.0,57.0,54.0,129000
33009,33009,Argentina,Capital Federal,Villa Crespo,3.0,2.0,3.0,133.0,84.0,295000
33010,33010,Argentina,Capital Federal,Villa Devoto,3.0,2.0,1.0,2000.0,59.0,193400
33011,33011,Argentina,Capital Federal,Villa Devoto,3.0,2.0,1.0,64.0,64.0,135000
33012,33012,Argentina,Capital Federal,Puerto Madero,3.0,2.0,2.0,130.0,124.0,645000
33013,33013,Argentina,Capital Federal,Villa Urquiza,3.0,2.0,1.0,77.0,70.0,140000
33014,33014,Argentina,Capital Federal,Villa del Parque,3.0,2.0,1.0,80.0,53.0,119000
33015,33015,Argentina,Capital Federal,Villa Urquiza,3.0,2.0,1.0,36.0,36.0,95000
33016,33016,Argentina,Capital Federal,Villa Urquiza,3.0,2.0,1.0,67.0,59.0,220000
33017,33017,Argentina,Capital Federal,Parque Chacabuco,3.0,2.0,1.0,61.0,58.0,179500
33018,33018,Argentina,Capital Federal,Parque Patricios,3.0,2.0,1.0,44.0,42.0,90000
33019,33019,Argentina,Capital Federal,Villa del Parque,3.0,2.0,1.0,70.0,58.0,145000
33020,33020,Argentina,Capital Federal,Villa del Parque,3.0,2.0,1.0,67.0,61.0,145000
33021,33021,Argentina,Capital Federal,Flores,4.0,3.0,2.0,83.0,83.0,155000
33022,33022,Argentina,Capital Federal,Caballito,3.0,2.0,1.0,60.0,,179000
33023,33023,Argentina,Capital Federal,Nuñez,4.0,3.0,1.0,82.0,79.0,169000
33024,33024,Argentina,Capital Federal,Villa Urquiza,3.0,2.0,2.0,,53.0,180000
33025,33025,Argentina,Capital Federal,Caballito,3.0,2.0,1.0,65.0,,139000
33026,33026,Argentina,Capital Federal,Boedo,1.0,,1.0,20.0,,50000
33027,33027,Argentina,Capital Federal,Caballito,3.0,2.0,2.0,90.0,80.0,240000
33028,33028,Argentina,Capital Federal,Almagro,4.0,3.0,1.0,,75.0,175000
33029,33029,Argentina,Capital Federal,Belgrano,3.0,2.0,2.0,91.0,81.0,333000
33030,33030,Argentina,Capital Federal,Belgrano,3.0,2.0,2.0,102.0,92.0,495000
33031,33031,Argentina,Capital Federal,Belgrano,3.0,2.0,1.0,2500.0,66.0,299900
33032,33032,Argentina,Capital Federal,Belgrano,3.0,2.0,1.0,99.0,97.0,240000
33033,33033,Argentina,Capital Federal,Belgrano,3.0,2.0,2.0,102.0,92.0,495000
33034,33034,Argentina,Capital Federal,Belgrano,3.0,2.0,2.0,78.0,70.0,280000
33035,33035,Argentina,Capital Federal,Congreso,3.0,2.0,1.0,71.0,64.0,125000
33036,33036,Argentina,Capital Federal,Recoleta,3.0,2.0,1.0,45.0,45.0,115000
33037,33037,Argentina,Capital Federal,Caballito,3.0,2.0,2.0,86.0,86.0,180719
33038,33038,Argentina,Capital Federal,Recoleta,4.0,2.0,1.0,,80.0,225000
33039,33039,Argentina,Capital Federal,Recoleta,3.0,2.0,1.0,72.0,72.0,252000
33040,33040,Argentina,Capital Federal,Recoleta,3.0,2.0,2.0,,,250000
33041,33041,Argentina,Capital Federal,Recoleta,3.0,2.0,1.0,102.0,102.0,215000
33042,33042,Argentina,Capital Federal,Saavedra,3.0,2.0,1.0,53.0,53.0,85000
33043,33043,Argentina,Capital Federal,Balvanera,3.0,2.0,1.0,71.0,64.0,125000
33044,33044,Argentina,Capital Federal,Balvanera,3.0,2.0,2.0,71.0,65.0,160000
33045,33045,Argentina,Capital Federal,Balvanera,3.0,2.0,1.0,78.0,60.0,110000
33046,33046,Argentina,Capital Federal,Balvanera,3.0,2.0,,,,69000
33047,33047,Argentina,Capital Federal,Caballito,3.0,2.0,1.0,73.0,65.0,135000
33048,33048,Argentina,Capital Federal,Recoleta,3.0,2.0,2.0,,,300000
33049,33049,Argentina,Capital Federal,Palermo,4.0,3.0,2.0,132.0,125.0,269000
33050,33050,Argentina,Capital Federal,Palermo,5.0,4.0,4.0,,400.0,3900000
33051,33051,Argentina,Capital Federal,Palermo,4.0,3.0,3.0,135.0,115.0,330000
33052,33052,Argentina,Capital Federal,Villa Urquiza,4.0,3.0,2.0,,,225700
33053,33053,Argentina,Capital Federal,Villa Urquiza,4.0,3.0,1.0,77.0,70.0,140000
33054,33054,Argentina,Capital Federal,Parque Chacabuco,4.0,3.0,1.0,91.0,80.0,249000
33055,33055,Argentina,Capital Federal,Flores,5.0,4.0,1.0,207.0,79.0,310000
33056,33056,Argentina,Capital Federal,Palermo,4.0,4.0,4.0,130.0,112.0,350000
33057,33057,Argentina,Capital Federal,Palermo,5.0,4.0,2.0,180.0,180.0,369000
33058,33058,Argentina,Capital Federal,Barracas,3.0,2.0,1.0,,,114000
33059,33059,Argentina,Capital Federal,Palermo,5.0,4.0,3.0,257.0,205.0,670000
33060,33060,Argentina,Capital Federal,Belgrano,6.0,4.0,3.0,,,730000
33061,33061,Argentina,Capital Federal,Belgrano,5.0,4.0,3.0,150.0,138.0,470000
33062,33062,Argentina,Capital Federal,Belgrano,5.0,4.0,2.0,215.0,184.0,699000
33063,33063,Argentina,Capital Federal,Belgrano,5.0,4.0,3.0,,267.0,1380000
33064,33064,Argentina,Capital Federal,Belgrano,5.0,4.0,1.0,110.0,100.0,349900
33065,33065,Argentina,Capital Federal,Caballito,5.0,4.0,2.0,47.0,47.0,97320
33066,33066,Argentina,Capital Federal,Caballito,5.0,4.0,2.0,97.0,97.0,217182
33067,33067,Argentina,Capital Federal,Caballito,5.0,4.0,2.0,109.0,109.0,230386
33068,33068,Argentina,Capital Federal,Villa Crespo,5.0,4.0,2.0,110.0,102.0,130000
33069,33069,Argentina,Capital Federal,Belgrano,6.0,5.0,4.0,370.0,300.0,1450000
33070,33070,Argentina,Capital Federal,Recoleta,6.0,5.0,3.0,295.0,293.0,600000
33071,33071,Argentina,Capital Federal,Villa Devoto,4.0,3.0,3.0,278.0,211.0,850000
33072,33072,Argentina,Capital Federal,Villa Crespo,4.0,3.0,1.0,72.0,69.0,179000
33073,33073,Argentina,Capital Federal,Barrio Norte,4.0,3.0,2.0,82.0,82.0,208000
33074,33074,Argentina,Capital Federal,Barrio Norte,4.0,3.0,1.0,101.0,96.0,290000
33075,33075,Argentina,Capital Federal,Palermo,4.0,3.0,1.0,108.0,99.0,330000
33076,33076,Argentina,Capital Federal,Palermo,4.0,3.0,4.0,270.0,249.0,1100000
33077,33077,Argentina,Capital Federal,Palermo,4.0,3.0,3.0,,232.0,730000
33078,33078,Argentina,Capital Federal,Belgrano,4.0,3.0,1.0,100.0,100.0,250000
33079,33079,Argentina,Capital Federal,Belgrano,4.0,3.0,2.0,157.0,117.0,420000
33080,33080,Argentina,Capital Federal,Belgrano,4.0,3.0,2.0,124.0,115.0,390000
33081,33081,Argentina,Capital Federal,Belgrano,4.0,3.0,2.0,2500.0,89.0,369000
33082,33082,Argentina,Capital Federal,Belgrano,3.0,3.0,3.0,125.0,115.0,540000
33083,33083,Argentina,Capital Federal,Belgrano,4.0,3.0,2.0,157.0,150.0,445000
33084,33084,Argentina,Capital Federal,Palermo,4.0,3.0,3.0,110.0,110.0,298000
33085,33085,Argentina,Capital Federal,Belgrano,4.0,3.0,2.0,101.0,92.0,310000
33086,33086,Argentina,Capital Federal,Recoleta,4.0,3.0,1.0,101.0,96.0,290000
33087,33087,Argentina,Capital Federal,Recoleta,4.0,3.0,2.0,137.0,125.0,350000
33088,33088,Argentina,Capital Federal,Recoleta,6.0,3.0,3.0,,,1350000
33089,33089,Argentina,Capital Federal,Recoleta,5.0,3.0,3.0,335.0,335.0,1900000
33090,33090,Argentina,Capital Federal,Recoleta,4.0,3.0,3.0,190.0,190.0,755000
33091,33091,Argentina,Capital Federal,Caballito,4.0,3.0,2.0,90.0,80.0,220000
33092,33092,Argentina,Capital Federal,Caballito,4.0,3.0,1.0,82.0,79.0,189000
33093,33093,Argentina,Capital Federal,Caballito,4.0,3.0,2.0,120.0,110.0,390000
33094,33094,Argentina,Capital Federal,Barrio Norte,4.0,3.0,3.0,150.0,150.0,380000
33095,33095,Argentina,Capital Federal,Recoleta,4.0,3.0,1.0,91.0,81.0,265000
33096,33096,Argentina,Capital Federal,Boedo,1.0,,1.0,19.0,,38000
33097,33097,Argentina,Capital Federal,Palermo,3.0,2.0,2.0,100.0,100.0,530000
33098,33098,Argentina,Capital Federal,Palermo,3.0,2.0,1.0,100.0,,335000
33099,33099,Argentina,Capital Federal,Palermo,1.0,1.0,1.0,26.0,26.0,85000
33100,33100,Argentina,Capital Federal,Palermo,1.0,1.0,1.0,31.0,29.0,89000
33101,33101,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,59.0,59.0,180000
33102,33102,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,40.0,40.0,142000
33103,33103,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,42.0,36.0,129000
33104,33104,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,37.0,37.0,90000
33105,33105,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,34.0,34.0,89000
33106,33106,Argentina,Capital Federal,Palermo,1.0,1.0,1.0,42.0,42.0,120000
33107,33107,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,40.0,,135000
33108,33108,Argentina,Capital Federal,Almagro,2.0,1.0,1.0,55.0,55.0,87000
33109,33109,Argentina,Capital Federal,Almagro,1.0,1.0,1.0,35.0,31.0,88000
33110,33110,Argentina,Capital Federal,Almagro,2.0,1.0,1.0,47.0,44.0,98500
33111,33111,Argentina,Capital Federal,Almagro,2.0,1.0,1.0,43.0,38.0,82000
33112,33112,Argentina,Capital Federal,Retiro,2.0,1.0,1.0,48.0,42.0,115000
33113,33113,Argentina,Capital Federal,Retiro,2.0,1.0,1.0,34.0,34.0,72000
33114,33114,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,42.0,36.0,129000
33115,33115,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,39.0,36.0,99900
33116,33116,Argentina,Capital Federal,Palermo,1.0,1.0,1.0,33.0,33.0,105000
33117,33117,Argentina,Capital Federal,Palermo,2.0,1.0,2.0,99.0,58.0,210000
33118,33118,Argentina,Capital Federal,Palermo,1.0,1.0,1.0,32.0,29.0,80000
33119,33119,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,50.0,45.0,229000
33120,33120,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,37.0,35.0,90000
33121,33121,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,46.0,,101500
33122,33122,Argentina,Capital Federal,Palermo,1.0,1.0,1.0,51.0,51.0,135000
33123,33123,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,66.0,58.0,155000
33124,33124,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,75.0,34.0,182000
33125,33125,Argentina,Capital Federal,Nuñez,1.0,1.0,1.0,42.0,39.0,110000
33126,33126,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,47.0,45.0,170000
33127,33127,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,37.0,30.0,74000
33128,33128,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,50.0,50.0,240000
33129,33129,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,44.0,42.0,145000
33130,33130,Argentina,Capital Federal,Palermo,1.0,1.0,1.0,53.0,53.0,138000
33131,33131,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,50.0,50.0,135000
33132,33132,Argentina,Capital Federal,Palermo,1.0,1.0,1.0,29.0,29.0,95526
33133,33133,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,57.0,50.0,160000
33134,33134,Argentina,Capital Federal,Palermo,1.0,1.0,1.0,32.0,30.0,95900
33135,33135,Argentina,Capital Federal,Nuñez,1.0,1.0,1.0,41.0,37.0,69400
33136,33136,Argentina,Capital Federal,Nuñez,2.0,1.0,1.0,46.0,44.0,185000
33137,33137,Argentina,Capital Federal,Nuñez,2.0,1.0,2.0,100.0,70.0,209000
33138,33138,Argentina,Capital Federal,Chacarita,1.0,,1.0,38.0,34.0,103635
33139,33139,Argentina,Capital Federal,Chacarita,1.0,,1.0,35.0,35.0,98709
33140,33140,Argentina,Capital Federal,Caballito,1.0,,1.0,45.0,42.0,85000
33141,33141,Argentina,Capital Federal,Paternal,1.0,,1.0,32.0,,65000
33142,33142,Argentina,Capital Federal,Congreso,1.0,,1.0,22.0,,42000
33143,33143,Argentina,Capital Federal,Belgrano,2.0,,1.0,48.0,48.0,105000
33144,33144,Argentina,Capital Federal,Belgrano,1.0,,1.0,40.0,40.0,125000
33145,33145,Argentina,Capital Federal,Chacarita,1.0,,1.0,39.0,33.0,108880
33146,33146,Argentina,Capital Federal,Belgrano,,,1.0,106.0,106.0,180000
33147,33147,Argentina,Capital Federal,Palermo,1.0,,1.0,42.0,,127500
33148,33148,Argentina,Capital Federal,Palermo,1.0,,,25.0,25.0,25000
33149,33149,Argentina,Capital Federal,Liniers,1.0,,1.0,22.0,22.0,51900
33150,33150,Argentina,Capital Federal,Almagro,1.0,,1.0,27.0,25.0,55000
33151,33151,Argentina,Capital Federal,Nuñez,1.0,,1.0,45.0,,139500
33152,33152,Argentina,Capital Federal,Flores,1.0,,1.0,36.0,,85000
33153,33153,Argentina,Capital Federal,Abasto,1.0,,1.0,40.0,37.0,89000
33154,33154,Argentina,Capital Federal,Belgrano,1.0,,1.0,2500.0,32.0,122000
33155,33155,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,53.0,38.0,112000
33156,33156,Argentina,Capital Federal,Chacarita,1.0,,1.0,41.0,35.0,102589
